Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,OrigTeamName
,12 & Under,Class 4,150 Meter Dash,Event 20,22.83,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Breanna Sinclair,48,Charlemont High,,Charlemont H
12,12 & Under,Class 4,150 Meter Dash,Event 20,22.97,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Brishawn Grant,49,Holmwood Technical High,,Holmwood Tec
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.02,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Abigail Mclean,50,Mavis Bank High,,Mavis Bank H
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.22,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Divine Barker,51,Knox College,,Knox College High
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.23,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Chatelle Powell,52,Penwood High School,,Penwood High School
,12 & Under,Class 4,150 Meter Dash,Event 20,23.33,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Kellein Reid,53,Charlemont High,,Charlemont H
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.47,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Ronnieka West,54,Port Antonio High,,Port Antonio
14,12 & Under,Class 4,150 Meter Dash,Event 20,23.62,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Kenniecia Lewis,55,Spanish Town High,,spainsh town high
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.63,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Taffia Dennis,56,Port Antonio High,,Port Antonio
12,12 & Under,Class 4,150 Meter Dash,Event 20,23.66,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Omelia Gardener,57,Holmwood Technical High,,Holmwood Tec
11,12 & Under,Class 4,150 Meter Dash,Event 20,23.90,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Zaleah Powell,58,Alpha Academy,,Cma Alpha
12,12 & Under,Class 4,150 Meter Dash,Event 20,24.32,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Alaina-Kay Anderson,59,Alpha Academy,,Cma Alpha
11,12 & Under,Class 4,150 Meter Dash,Event 20,25.16,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Denesha Beckford,60,Belmont Academy,,Belmont Academy
12,12 & Under,Class 4,150 Meter Dash,Event 20,34.01,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Ashanti Watson,61,Belmont Academy,,Belmont Academy
12,12 & Under,Class 4,150 Meter Dash,Event 20,NT,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Tyiesha Baker,--,Bellefield High,,Bellefield H
14,13-14,Class 3,150 Meter Dash,Event 21,18.70,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Kevona Davis,1,Edwin Allen High,,Edwin Allen
13,13-14,Class 3,150 Meter Dash,Event 21,18.77,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Saskieka Steele,2,Holmwood Technical High,,Holmwood Tec
14,13-14,Class 3,150 Meter Dash,Event 21,19.13,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Monae Carey,3,Holmwood Technical High,,Holmwood Tec
14,13-14,Class 3,150 Meter Dash,Event 21,19.35,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Shanique Rowe,4,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,19.45,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Ackelia Smith,5,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,19.50,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Lisandra Brown,6,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,19.78,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Laila Pyne,7,Bridgeport High,,Bridgeport H
13,13-14,Class 3,150 Meter Dash,Event 21,20.01,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Marissa Simpson,8,Clarendon College,,Clarendon College
13,13-14,Class 3,150 Meter Dash,Event 21,20.07,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Suzzette Palmer,9,Holmwood Technical High,,Holmwood Tec
13,13-14,Class 3,150 Meter Dash,Event 21,20.13,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Rashanae Jarvis,10,Dinthill Technical High,,Dinthill Tec
14,13-14,Class 3,150 Meter Dash,Event 21,20.26,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Aaliyah Mckenzie,11,Bridgeport High,,Bridgeport H
13,13-14,Class 3,150 Meter Dash,Event 21,20.30,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Kaydian Wilson,12,Knox College,,Knox College High
13,13-14,Class 3,150 Meter Dash,Event 21,20.36,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Anthonell Beckford,13,Edwin Allen High,,Edwin Allen
15,13-14,Class 3,150 Meter Dash,Event 21,20.40,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,James Tucker,14,St. Catherine High,,St Catherine
14,13-14,Class 3,150 Meter Dash,Event 21,20.50,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Crystal Walker,15,Alpha Academy,,Cma Alpha
14,13-14,Class 3,150 Meter Dash,Event 21,20.56,Girls,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Shackelia Cunnigham,16,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,20.62,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Amoy Edwards,17,Edwin Allen High,,Edwin Allen
13,13-14,Class 3,150 Meter Dash,Event 21,20.66,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Paula-Ann Chambers,18,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,20.81,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Georgina Clarke,19,Dinthill Technical High,,Dinthill Tec
14,13-14,Class 3,150 Meter Dash,Event 21,20.85,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kenisha Greenwood,20,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,21.00,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Lamoy Duffus,21,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,21.01,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Towanda Mcgregor,22,Bridgeport High,,Bridgeport H
14,13-14,Class 3,150 Meter Dash,Event 21,21.03,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamia Parkinson,23,Bellefield High,,Bellefield H
14,13-14,Class 3,150 Meter Dash,Event 21,21.05,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Brittania Ingram,24,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,21.08,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Serene Henry,25,St. Catherine High,,St Catherine
14,13-14,Class 3,150 Meter Dash,Event 21,21.11,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Shauntae Sutherland,26,Bridgeport High,,Bridgeport H
14,13-14,Class 3,150 Meter Dash,Event 21,21.15,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Selena Palmer,27,Clarendon College,,Clarendon College
14,13-14,Class 3,150 Meter Dash,Event 21,21.18,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Sherika Simpson,28,Edwin Allen High,,Edwin Allen
14,13-14,Class 3,150 Meter Dash,Event 21,21.35,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Merwaine Drummond,29,Edwin Allen High,,Edwin Allen
13,13-14,Class 3,150 Meter Dash,Event 21,21.41,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Altenescia Taylor,30,Knox College,,Knox College High
13,13-14,Class 3,150 Meter Dash,Event 21,21.49,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Nicole Henry,31,Bridgeport High,,Bridgeport H
13,13-14,Class 3,150 Meter Dash,Event 21,21.54,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Victena Walker,32,Belmont Academy,,Belmont Academy
13,13-14,Class 3,150 Meter Dash,Event 21,21.68,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Raevonn Morris,33,Alpha Academy,,Cma Alpha
16,13-14,Class 3,150 Meter Dash,Event 21,21.68,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Saja Osbourn,34,Dinthill Technical High,,Dinthill Tec
14,13-14,Class 3,150 Meter Dash,Event 21,21.84,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Shenell Evans,35,Alpha Academy,,Cma Alpha
,13-14,Class 3,150 Meter Dash,Event 21,21.84,Girls,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Shayera Smith,36,Charlemont High,,Charlemont H
13,13-14,Class 3,150 Meter Dash,Event 21,21.84,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Moya Masters,37,Bridgeport High,,Bridgeport H
13,13-14,Class 3,150 Meter Dash,Event 21,21.85,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Monifa Edwards,38,Edwin Allen High,,Edwin Allen
,13-14,Class 3,150 Meter Dash,Event 21,21.89,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Mackayla Bernard,39,Charlemont High,,Charlemont H
13,13-14,Class 3,150 Meter Dash,Event 21,21.97,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Samoyia Bendford,40,Dinthill Technical High,,Dinthill Tec
13,13-14,Class 3,150 Meter Dash,Event 21,22.20,Girls,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Moggy-Ann Anderson,41,Bellefield High,,Bellefield H
,13-14,Class 3,150 Meter Dash,Event 21,22.22,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Sashana Noble,42,Mavis Bank High,,Mavis Bank H
13,13-14,Class 3,150 Meter Dash,Event 21,22.26,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Kayla Morris,43,Alpha Academy,,Cma Alpha
13,13-14,Class 3,150 Meter Dash,Event 21,22.31,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Ryaneka Lecky,44,Port Antonio High,,Port Antonio
13,13-14,Class 3,150 Meter Dash,Event 21,22.39,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Trudy-Ann Johnson,45,Tivoli Gardens High,,Tivoli Garde
13,13-14,Class 3,150 Meter Dash,Event 21,22.51,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Danielle Cohen,46,Holmwood Technical High,,Holmwood Tec
14,13-14,Class 3,150 Meter Dash,Event 21,22.71,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Samantha Jibbison,47,Holmwood Technical High,,Holmwood Tec
13,13-14,Class 3,150 Meter Dash,Event 21,22.81,Girls,6,2016-12-17,Gerald Claude Foster Over Distant Meet,Annetia Ashely,48,Port Antonio High,,Port Antonio
12,13-14,Class 3,150 Meter Dash,Event 21,22.84,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Africa Smith,49,Belmont Academy,,Belmont Academy
13,13-14,Class 3,150 Meter Dash,Event 21,23.11,Girls,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Shaniel Morgan,50,Port Antonio High,,Port Antonio
13,13-14,Class 3,150 Meter Dash,Event 21,23.18,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Sabrina Francis,51,Knox College,,Knox College High
,13-14,Class 3,150 Meter Dash,Event 21,23.21,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Geneva Taylor,52,Mavis Bank High,,Mavis Bank H
14,13-14,Class 3,150 Meter Dash,Event 21,23.52,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Megan Harrison,53,Spanish Town High,,spainsh town high
13,13-14,Class 3,150 Meter Dash,Event 21,23.56,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Jameilia Williams,54,Belmont Academy,,Belmont Academy
13,13-14,Class 3,150 Meter Dash,Event 21,23.72,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Kashia Thomas,55,Port Antonio High,,Port Antonio
,13-14,Class 3,150 Meter Dash,Event 21,23.73,Girls,9,2016-12-17,Gerald Claude Foster Over Distant Meet,Antoinette Evans,56,Charlemont High,,Charlemont H
13,13-14,Class 3,150 Meter Dash,Event 21,23.76,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Shantae Morgan,57,Port Antonio High,,Port Antonio
13,13-14,Class 3,150 Meter Dash,Event 21,23.84,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Jameike Jones,58,Belmont Academy,,Belmont Academy
12,13-14,Class 3,150 Meter Dash,Event 21,23.86,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Monique Fearom,59,Penwood High School,,Penwood High School
14,13-14,Class 3,150 Meter Dash,Event 21,24.12,Girls,8,2016-12-17,Gerald Claude Foster Over Distant Meet,Camoy Watson,60,Bellefield High,,Bellefield H
13,13-14,Class 3,150 Meter Dash,Event 21,24.34,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Tian Brown,61,Alpha Academy,,Cma Alpha
,13-14,Class 3,150 Meter Dash,Event 21,25.20,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Ashanti Wellington,62,Charlemont High,,Charlemont H
14,13-14,Class 3,150 Meter Dash,Event 21,NT,Girls,7,2016-12-17,Gerald Claude Foster Over Distant Meet,Rachel Gifford,--,Belmont Academy,,Belmont Academy
13,13-14,Class 3,150 Meter Dash,Event 21,NT,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Mizan Stephenson,--,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,19.13,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Shakera Williams,1,Holmwood Technical High,,Holmwood Tec
15,15-16,Class 2,150 Meter Dash,Event 22,19.28,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Maricia Spence,2,Holmwood Technical High,,Holmwood Tec
15,15-16,Class 2,150 Meter Dash,Event 22,19.45,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Machel Davis,3,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,19.46,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Patricia Brown,4,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,19.46,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Lotavia Brown,5,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,19.59,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Shavell Riley,6,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,19.76,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Sankyaw. Tulloch,7,St. Catherine High,,St Catherine
15,15-16,Class 2,150 Meter Dash,Event 22,19.77,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Denae Mcfarlane,8,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,19.81,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Aaliyah Wood,9,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,19.81,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Georgette Daley,10,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,19.85,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Antonette Black,11,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,19.98,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Suzan Francis,12,Holmwood Technical High,,Holmwood Tec
15,15-16,Class 2,150 Meter Dash,Event 22,20.02,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Merrica Butla,13,Mavis Bank High,,Mavis Bank H
16,15-16,Class 2,150 Meter Dash,Event 22,20.02,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Annia Ashley,14,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,20.04,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamila Fuller,15,Holmwood Technical High,,Holmwood Tec
15,15-16,Class 2,150 Meter Dash,Event 22,20.04,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Teka Mcdonald,16,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,20.07,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Toni-Ann Lindsay,17,Bridgeport High,,Bridgeport H
15,15-16,Class 2,150 Meter Dash,Event 22,20.08,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Celine Mckenzie,18,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,20.12,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Tramoni Myles,19,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,20.30,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Kimorine Davis,20,Mavis Bank High,,Mavis Bank H
16,15-16,Class 2,150 Meter Dash,Event 22,20.70,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Ashley White,21,Alpha Academy,,Cma Alpha
16,15-16,Class 2,150 Meter Dash,Event 22,20.79,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Shackeria Anderson,22,Bellefield High,,Bellefield H
15,15-16,Class 2,150 Meter Dash,Event 22,20.81,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Tamoy Williams,23,Alpha Academy,,Cma Alpha
16,15-16,Class 2,150 Meter Dash,Event 22,20.84,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Rennice Bennett,24,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,20.95,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Phillippa Morgan,25,Edwin Allen High,,Edwin Allen
15,15-16,Class 2,150 Meter Dash,Event 22,21.13,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Faithlyn Irving,26,Holmwood Technical High,,Holmwood Tec
,15-16,Class 2,150 Meter Dash,Event 22,21.30,Girls,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Teronique English,27,Dinthill Technical High,,Dinthill Tec
15,15-16,Class 2,150 Meter Dash,Event 22,21.70,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Janique Burgher,28,Edwin Allen High,,Edwin Allen
16,15-16,Class 2,150 Meter Dash,Event 22,21.84,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Saphia Walker,29,Mavis Bank High,,Mavis Bank H
15,15-16,Class 2,150 Meter Dash,Event 22,21.93,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Tamoya Williams,30,Alpha Academy,,Cma Alpha
16,15-16,Class 2,150 Meter Dash,Event 22,22.85,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Ashley Wallace,31,Penwood High School,,Penwood High School
15,15-16,Class 2,150 Meter Dash,Event 22,24.08,Girls,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Abigale Mullings,32,Edwin Allen High,,Edwin Allen
14,15-16,Class 2,150 Meter Dash,Event 22,24.85,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Alissa Adlam,33,Penwood High School,,Penwood High School
16,15-16,Class 2,150 Meter Dash,Event 22,NT,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Amellia Brown,--,Edwin Allen High,,Edwin Allen
18,17-18,Class 1,150 Meter Dash,Event 23,18.55,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Helcyann Sauver,1,Holmwood Technical High,,Holmwood Tec
17,17-18,Class 1,150 Meter Dash,Event 23,18.87,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Shellece Clark,2,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,19.11,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Kelliesha King,3,Holmwood Technical High,,Holmwood Tec
17,17-18,Class 1,150 Meter Dash,Event 23,19.13,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Peter-Gay Mckenzie,4,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,19.16,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Jehnelle Gayle,5,Holmwood Technical High,,Holmwood Tec
18,17-18,Class 1,150 Meter Dash,Event 23,19.19,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Tamia Campbell,6,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,19.37,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Keneva Headley,7,Holmwood Technical High,,Holmwood Tec
18,17-18,Class 1,150 Meter Dash,Event 23,19.50,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kristal Smith,8,Holmwood Technical High,,Holmwood Tec
16,17-18,Class 1,150 Meter Dash,Event 23,19.51,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Rhain Chong,9,Alpha Academy,,Cma Alpha
17,17-18,Class 1,150 Meter Dash,Event 23,19.51,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Archer Rich-Ann,10,Alpha Academy,,Cma Alpha
18,17-18,Class 1,150 Meter Dash,Event 23,19.53,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Monise Barronette,11,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,19.72,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Tanique Cameron,12,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,19.88,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Moesha Needham,13,Edwin Allen High,,Edwin Allen
18,17-18,Class 1,150 Meter Dash,Event 23,19.97,Girls,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Basilia Haughton,14,St. Catherine High,,St Catherine
17,17-18,Class 1,150 Meter Dash,Event 23,20.09,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Shania Ingram,15,Edwin Allen High,,Edwin Allen
18,17-18,Class 1,150 Meter Dash,Event 23,20.56,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Melony Wright,16,Edwin Allen High,,Edwin Allen
17,17-18,Class 1,150 Meter Dash,Event 23,21.16,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kay-C Hewitt,17,Bellefield High,,Bellefield H
,19-99,,150 Meter Dash,Event 24,19.13,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Kimberley Leach,1,MVP Track Club,Clubs,Mvp Track &
21,19-99,,150 Meter Dash,Event 24,19.21,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Melicka Newman,2,Knox Community College,Clubs,Knox Communi
,19-99,,150 Meter Dash,Event 24,19.46,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Xian-George Reid,3,Uwi Mona,Clubs,Uwi Mona
,19-99,,150 Meter Dash,Event 24,19.54,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Keshia Kaloma,4,UTECH Track,Clubs,Utec
,19-99,,150 Meter Dash,Event 24,19.72,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Asheba Lewis,5,GC Foster College,Clubs,GC Foster College
20,19-99,,150 Meter Dash,Event 24,19.75,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Robyn Mcpherson,6,Moneague College,Clubs,moneague college
,19-99,,150 Meter Dash,Event 24,20.16,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Melissa Fletcher,7,Uwi Mona,Clubs,Uwi Mona
,19-99,,150 Meter Dash,Event 24,20.69,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Sashalee Henry,8,UTECH Track,Clubs,Utec
,19-99,,150 Meter Dash,Event 24,20.79,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Nasanya Russell,9,UTECH Track,Clubs,Utec
,19-99,,150 Meter Dash,Event 24,21.51,Girls,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Shanika Bryan,10,UTECH Track,Clubs,Utec
19,19-99,,150 Meter Dash,Event 24,23.68,Girls,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Rakiya Honegan,11,Knox Community College,Clubs,Knox Communi
,13 & Under,Class 3,150 Meter Dash,Event 25,17.25,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Vascianna Vashaun,1,St. Jago High,,St. Jago Hig
,13 & Under,Class 3,150 Meter Dash,Event 25,17.80,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Jahiem Robinson,2,St. Jago High,,St. Jago Hig
13,13 & Under,Class 3,150 Meter Dash,Event 25,18.05,Boys,3,2016-12-17,Gerald Claude Foster Over Distant Meet,Najay Mickel,3,Port Antonio High,,Port Antonio
13,13 & Under,Class 3,150 Meter Dash,Event 25,18.28,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Jhovan Martin,4,Wolmer's,,Wolmer's Boys' A
12,13 & Under,Class 3,150 Meter Dash,Event 25,18.50,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Dejohn Pitt,5,Bridgeport High,,Bridgeport H
13,13 & Under,Class 3,150 Meter Dash,Event 25,18.65,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Khalil Shakes,6,Wolmer's,,Wolmer's Boys' A
,13 & Under,Class 3,150 Meter Dash,Event 25,18.76,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Javel Granville,7,St. Jago High,,St. Jago Hig
13,13 & Under,Class 3,150 Meter Dash,Event 25,18.83,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Cejay Marrison,8,Holmwood Technical High,,Holmwood Tec
13,13 & Under,Class 3,150 Meter Dash,Event 25,18.88,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Shamar Williams,9,Spanish Town High,,spainsh town high
12,13 & Under,Class 3,150 Meter Dash,Event 25,18.97,Boys,5,2016-12-17,Gerald Claude Foster Over Distant Meet,Dante Fullwood,10,Wolmer's,,Wolmer's Boys' A
,13 & Under,Class 3,150 Meter Dash,Event 25,19.04,Boys,4,2016-12-17,Gerald Claude Foster Over Distant Meet,Kenroy Sommerville,11,Belmont Academy,,Belmont Academy
13,13 & Under,Class 3,150 Meter Dash,Event 25,19.06,Boys,1,2016-12-17,Gerald Claude Foster Over Distant Meet,Jahki Darby,12,St. George's College,,St. Georges College
,13 & Under,Class 3,150 Meter Dash,Event 25,19.24,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Shirley Elijah,13,St. Jago High,,St. Jago Hig
13,13 & Under,Class 3,150 Meter Dash,Event 25,19.24,Boys,2,2016-12-17,Gerald Claude Foster Over Distant Meet,Courtney Wilson,14,Port Antonio High,,Port Antonio
